text,labels
시원시원한 모양,Love
시원시원히,Love
시원찮다,Anger
시원하게,Love
시원하고,Love
시원하고 말끔하게,Love
시원하고 산뜻하게,Love
시원하고 재미있다,Love
시원하다,Happiness
시원하여,Happiness
시원하여 유쾌하다,Love
시원하여 유쾌한,Happiness
시원하여 유쾌함,Love
시원하지 못하다,Sadness
시원하지 아니하고,Sadness
시원하지 않다,Sadness
시원한,Happiness
시원한 느낌이,Happiness
시일이 늦어지는,Sadness
시일이 늦어지다,Sadness
시장하거나,Sadness
시장하거나 과음하거나,Sadness
시장한 느낌이,Sadness
시체를,Anger
시치미를,Sadness
시치미를 떼는,Sadness
시큰거리고,Sadness
시큰둥하다,Sadness
시큰둥한,Sadness
시큰둥한 모양,Sadness
시큰둥한 체하는,Sadness
식견,Happiness
식견과 안목,Happiness
식견이 높고,Happiness
식량이 없어,Sadness
식상,Sadness
식상하다,Sadness
식욕 부진,Sadness
식욕 부진증,Sadness
식욕이 없어지며,Sadness
식욕이 없으며,Sadness
식중독,Sadness
신경 쇠약,Anger
신경이 마비되거나,Anger
신경증,Sadness
신경질,Sadness
신경질을 잘,Sadness
신경질쟁이,Sadness
신경질적,Sadness
신경질적으로,Sadness
신경질적인,Sadness
신기하다,Happiness
신나다,Love
신령스러운,Happiness
신령스러운 기운이,Happiness
신령하다,Happiness
신령하여,Happiness
신뢰,Happiness
신뢰하다,Happiness
신뢰할 수 없는,Sadness
신뢰할 수 있는,Happiness
신뢰할 수 있음,Happiness
신명,Love
신명하다,Love
신묘하게,Happiness
신물,Sadness
신바람,Love
신박하다,Happiness
신분을 낮추어서,Sadness
신분이 낮은,Sadness
신선하다,Happiness
신선하지 못하고,Sadness
신성한,Happiness
신이 나서,Love
신이나 멋,Love
신중,Happiness
신중하다,Happiness
신중하지 못하고,Sadness
신중한,Happiness
신중한 언행이나,Happiness
신중히,Happiness
신중히 생각하지 아니하고,Anger
신체에 상처를,Anger
신컨,Happiness
신통하다,Happiness
신통하지 않은,Sadness
싣기 불편할,Anger
실답지 못하게,Anger
실답지 못하다,Anger
실답지 못한,Anger
실랑이를,Sadness
실랑이를 하는,Sadness
실력을 기름,Happiness
실망,Anger
실망감,Anger
실망낙담,Anger
실망낙담하다,Anger
실망스럽고,Anger
실망스럽다,Anger
실망하다,Anger
실망한,Anger
실망함,Anger
실속,Happiness
실속 없는,Anger
실속 있게,Love
실속 있고,Love
실속 있도록,Love
실속없이,Anger
실속없이 허황하며,Anger
실속은 없고,Anger
실속은 없으면서,Anger
실속이,Happiness
실속이 없게,Anger
실속이 없고,Anger
실속이 없는,Anger
실속이 없다,Anger
실속이 있게,Love
실속이 있다,Love
실수,Sadness
실수가,Sadness
실수나,Sadness
실수나 부주의,Sadness
실수를,Sadness
실수를 저지름,Sadness
실심,Anger
실심하다,Anger
실없거나,Anger
실없고,Anger
실없는,Anger
실없는 말로,Anger
실없는 말이나,Anger
실없는 사람을,Anger
실없는 행동이나,Anger
실없다,Anger
실없이,Anger
실없이 건드려,Anger
실없이 경망스럽게,Anger
실없이 경솔하게,Anger
실없이 굴다,Anger
실없이 까불며,Anger
실없이 꺼불거리고,Anger
실없이 놀리다,Anger
실없이 말하는,Anger
실없이 말하다,Anger
실없이 방정맞게,Anger
실없이 이야기하는,Anger
실용적,Happiness
실용적이다,Love
실용적인,Love
실점,Anger
실제로 이루다,Happiness
실제로 이루어지다,Happiness
실제보다 낮추어,Sadness
실천적인,Happiness
실패나,Anger
실패로,Anger
실패로 돌아가다,Anger
실패로 돌아감,Anger
실패하거나,Anger
실패함을,Anger
실하게,Love
실하게 든든히,Love
실하고,Love
실하고 야무지다,Love
실하다,Love
실하지 못하여,Anger
실하지 못한,Anger
실행하지 아니함,Sadness
싫거나,Anger
싫거나 언짢은,Anger
싫게,Anger
싫게 떠들썩하다,Anger
싫게 여기다,Anger
싫고,Anger
싫다,Anger
싫다고,Anger
싫다는 표시로,Anger
싫도록,Anger
싫어나다,Anger
싫어서,Anger
싫어지거나,Anger
싫어지다,Anger
싫어하고,Anger
싫어하고 미워하는,Anger
싫어하고 미워할,Anger
싫어하고 미워함,Anger
싫어하는,Anger
싫어하는 모양,Anger
싫어하는 태도나,Anger
싫어하다,Anger
싫어하여,Anger
싫어함을,Anger
싫어해,Anger
싫은,Anger
싫은 것이,Anger
싫은 듯이,Anger
싫은 생각,Anger
싫은 소리,Anger
싫은 일을,Anger
싫은 체하며,Anger
싫은 환경에,Anger
싫을,Anger
싫을 정도로,Anger
싫이,Anger
싫증,Anger
싫증 남으로,Anger
싫증이,Anger
싫증이 나거나,Anger
싫증이 나다,Anger
싫증이 나서,Anger
싫증이 난,Anger
싫증이나,Anger
싫증이나 게으름이,Anger
심각성,Anger
심각하게,Anger
심각하게 생각하고,Anger
심각한,Anger
심각한 상태를,Anger
심리적인 충격,Anger
심술,Anger
심술궂게,Anger
심술궂고,Anger
심술궂다,Anger
심술궂은,Anger
심술궂은 행동을,Anger
심술꾸러기,Anger
심술부리다,Anger
심술스럽다,Anger
심술을,Anger
심술을 부리는,Anger
심술을 부리다,Anger
심술이,Anger
심술이 매우,Anger
심술이나,Anger
심술이나 안타깝게,Anger
심술이나 화가,Anger
심술쟁이,Anger
심신 미약,Sadness
심신 박약,Sadness
심심하고,Sadness
심오하다,Anger
심오한,Happiness
심장 마비,Sadness
심장 질환,Anger
심장마비,Anger
심장병,Anger
심장병 따위로,Anger
심쿵,Love
심하거나,Anger
심하거나 지나치다,Anger
심하게,Anger
심하게 구박하거나,Anger
심하게 기울어지는,Anger
심하게 기울어지며,Anger
심하게 꾸짖어,Anger
심하게 놀러,Anger
심하게 놀리다,Anger
심하게 당한,Anger
심하게 되다,Anger
심하게 따지며,Anger
심하게 떠는,Anger
심하게 물크러질,Anger
심하게 손해를,Anger
심하게 썩거나,Anger
심하게 앓는,Anger
심하게 어지러워지는,Anger
심하게 얽은,Anger
심하게 욕하며,Anger
심하게 울렁거리는,Anger
심하게 울렁거리다,Anger
심하게 을러대고,Anger
심하게 일어나다,Anger
심하게 짓눌러,Anger
심하게 트림하는,Anger
심하게 풍기는,Anger
심하게 학대하다,Anger
심하다,Anger
심하면,Anger
심하면 아프다,Anger
심하면 피가,Anger
심한,Anger
심한 것을,Anger
심한 고생이나,Anger
심한 고통,Anger
심한 고통이나,Anger
심한 냄새가,Anger
심한 복통을,Anger
심한 상태에,Anger
심한 아픔,Anger
심한 압박감을,Anger
심한 추위를,Anger
심한 통증,Anger
심한 통증을,Anger
심한 혐오감을,Anger
심해지는 병,Anger
심히 모자라는,Anger
심히 아파서,Anger
싱거운,Sadness
싱거운 데가,Sadness
싱거운 사람을,Sadness
싱겁게,Sadness
싱겁다,Sadness
싱그럽다,Love
싱글거리다,Love
싱글대다,Love
싱글벙글,Love
싱글벙글하다,Love
싱긋대다,Happiness
싱싱하고,Love
싱싱하고 맑은,Love
싱싱하고 힘찬,Love
싱싱하다,Love
싱싱한,Love
싱싱한 모양,Love
싱싱히,Love
싶지 아니한,Sadness
싶지 않았던,Sadness
ㅆ,Happiness
ㅆㅂ,Sadness
싸근싸근히,Love
싸글싸글히,Love
싸늘한,Sadness
싸늘한 느낌,Sadness
싸늘한 느낌이,Sadness
싸우는 짓,Anger
싸우다,Anger
싸움,Sadness
싸움에서 패하고,Anger
싹싹하고,Love
싹싹하고 상냥하게,Love
싹싹한,Happiness
싹싹한 데가,Happiness
쌀쌀맞고,Sadness
쌀쌀맞다,Sadness
쌀쌀한,Sadness
쌀쌀한 데가,Sadness
쌓엿던 먼지,Sadness
쌓인 원망과,Anger
쌓인 원한이나,Anger
쌓인 은혜,Love
쌓인 음기,Anger
써글써글히,Love
썩 좋거나,Love
썩 훌륭하거나,Love
썩거나,Anger
썩는,Anger
썩는 병,Anger
썩소,Sadness
썩어서,Anger
썩이다,Anger
썩임,Anger
썰렁한,Sadness
썰렁한 모양,Sadness
썸,Happiness
쏘아붙이는,Anger
쏘아붙이는 소리,Anger
쑤시고,Sadness
쑤시는,Sadness
쑤시는 것같이,Sadness
쑤시는 것처럼,Sadness
쑤시는 모양,Sadness
쑤시는 짓을,Sadness
쑤시다,Sadness
쑤시듯 아픈,Anger
쑤시듯이,Sadness
쑤시듯이 아프다,Anger
쑤시며,Sadness
쑥스럽거나 미안하여,Sadness
쑥스럽다,Sadness
쓰기 좋게,Happiness
쓰라리다,Anger
쓰라린,Anger
쓰라린 경험을,Anger
쓰라린 느낌이,Anger
쓰라린 아픔을,Anger
쓰라림,Anger
쓰라림 따위가,Anger
쓰러뜨리다,Neutral
쓰러져,Anger
쓰러지거나,Anger
쓰러지다,Anger
쓰러질,Anger
쓰러질 듯이,Anger
쓰러질 듯하게,Anger
쓰러질 듯하고,Anger
쓰러질 듯하다,Anger
쓰러질 듯한,Anger
쓰리고,Anger
쓰리고 아리다,Anger
쓰리고 아픈,Anger
쓰리고 아픔,Anger
쓰리다,Anger
쓰리며 아픈,Anger
쓰며,Anger
쓰지 못하게,Sadness
쓰지 아니함,Anger
쓴,Sadness
쓴 맛이,Sadness
쓸 만하게,Happiness
쓸데없거나,Anger
쓸데없는,Anger
쓸데없는 것들을,Anger
쓸데없는 말을,Anger
쓸데없는 말이나,Anger
쓸데없는 소리,Anger
쓸데없는 소리를,Anger
쓸데없다,Anger
쓸데없음을,Anger
쓸데없음을 이르는,Anger
쓸데없이,Anger
쓸데없이 나돌아,Sadness
쓸데없이 지루하게,Anger
쓸데없이 집적거리며,Anger
쓸데없이 짓궃게,Anger
쓸모 있게,Happiness
쓸모 있는,Happiness
쓸모가 없는,Anger
쓸모가 없다,Anger
쓸모가 없음을,Anger
쓸모가 없이,Anger
쓸모없고,Sadness
쓸모없고 하찮은,Sadness
쓸모없다,Anger
쓸모없이,Anger
쓸쓸하게,Anger
쓸쓸하고,Anger
쓸쓸하고 막막하다,Anger
쓸쓸하고 외로운,Anger
쓸쓸하고 외로워,Anger
쓸쓸하다,Anger
쓸쓸한,Anger
쓸쓸한 느낌을,Anger
쓸쓸한 등불이라는,Anger
쓸쓸한 밤을,Anger
쓸쓸함,Anger
쓸쓸히,Anger
쓸쓸히 자는,Anger
씀벅대다,Sadness
씁쓰레,Sadness
씁쓰레하게,Sadness
씁쓰레하다,Sadness
씁쓰름하다,Sadness
씁씁하다,Sadness
씩씩하게,Happiness
씩씩하게 나아감,Love
씩씩하고,Happiness
씩씩하고 시원시원한,Love
씩씩하고 힘차다,Love
씩씩하다,Happiness
씹다,Sadness
씹히는,Sadness
씹히는 모양,Sadness
씻어서 깨끗하게,Happiness
ㅇㄴ,Sadness
ㅇㅅㅇ,Happiness
ㅇㅈ,Happiness
ㅇㅋ,Happiness
ㅇㅎ,Happiness
아기자기하거나,Happiness
아기자기하거나 간드러진,Happiness
아기자기하게,Happiness
아기자기하게 즐겁고,Happiness
아까움,Sadness
아까워서,Sadness
아까워하다,Sadness
아깝게,Sadness
아깝게 생각하다,Sadness
아깝다,Sadness
아끼고,Happiness
아끼고 귀중히,Love
아끼고 사랑하는,Love
아끼고 소중히,Love
아끼고 위하는,Love
아끼다,Happiness
아끼어,Happiness
아끼어 친밀하게,Happiness
아낌없이,Happiness
아내를 아끼고,Happiness
아늑한,Happiness
아늑한 곳을,Happiness
아는 것이 깊고,Happiness
아는 것이 없음,Sadness
아는 벗,Happiness
아는 힘,Happiness
아니꼬운,Anger
아니꼬운 일을,Anger
아니꼬울 때,Anger
아니꼽거나,Anger
아니꼽거나 시샘이,Anger
아니꼽다,Anger
아니다,Anger
아니하고,Anger
아니하고 가볍다,Anger
아니하고 걱정스럽다,Anger
아니하고 괴로움,Anger
아니하고 괴롭다,Anger
아니하고 데면데면하게,Anger
아니하고 데면데면하다,Anger
아니하고 들어맞다,Happiness
아니하고 조마조마하게,Anger
아니하고 조마조마하다,Anger
아니하고 조마조마한,Anger
아니하고 조마조마함,Anger
아니하다,Anger
아니하여 못마땅하게,Anger
아니하여 섭섭하거나,Anger
아니하여 싫거나,Anger
아니한 상태가,Anger
아니한다고 투덜거리다,Anger
아담하고,Happiness
아담하고 깨끗한,Happiness
아담하고 말끔하게,Happiness
아담하고 말끔하다,Happiness
아담하고 말끔한,Happiness
아둔하고,Anger
아둔하고 약빠르지,Anger
아득하다,Sadness
아랫배가 아픈,Sadness
아량을 베푸는,Happiness
아르엔에이 바이러스,Sadness
아름다우며,Love
아름다우며 멋들어지게,Love
아름다운,Love
아름다운 경지,Love
아름다운 경치,Love
아름다운 경치를,Love
아름다운 글,Love
아름다운 글귀,Love
아름다운 글귀를,Love
아름다운 깃,Love
아름다운 뜻,Love
아름다운 말과,Love
아름다운 말과 글,Love
아름다운 말이나,Love
아름다운 말이나 글,Love
아름다운 문장,Love
아름다운 문장이라는,Love
아름다운 사람을,Love
아름다운 수식이,Love
아름다운 여인의,Love
아름다운 여자를,Love
아름다운 영예,Love
아름다운 영예를,Love
아름다운 옷,Love
아름다운 용모와,Love
아름다운 용모와 자태,Love
아름다운 이미지로,Love
아름다운 일,Love
아름다운 장식,Love
아름다운 재목,Love
아름다운 점,Love
아름다운 태가,Love
아름다운 태도,Love
아름다운 털,Love
아름다움,Love
아름다움과,Love
아름다움을,Love
아름다움을 나타내는,Love
아름다움을 살펴,Love
아름다움을 요구한다,Happiness
아름다움을 추구하는,Love
아름다움이나,Love
아름다워,Love
아름다워 눈으로,Love
아름다워서,Love
아름다워서 관상용으로,Love
아름답거나,Love
아름답게,Love
아름답게 꾸며져,Love
아름답게 꾸미고,Love
아름답게 빛나고,Love
아름답고,Love
아름답고 고운,Love
아름답고 고운 빛깔,Love
아름답고 부드러운,Love
아름답고 섬세하게,Love
아름답고 예쁘게,Love
아름답고 요염함,Love
아름답고 정연하게,Love
아름답고 훌륭한,Love
아름답다,Love
아름답다고 찬양하는,Love
아름답다고 찬양함,Love
아름답지 못하고,Sadness
아리고,Anger
아리고 자리다,Anger
아리다,Anger
아리땁다,Love
아무 값어치나 의의가 없다,Anger
아무 성과도,Sadness
아무 쓸모가 없음을,Anger
아무 탈이 없고,Love
아무것도 모르면서,Sadness
아무것도 없는,Anger
아무것도 없다,Anger
아무것도 없어서,Anger
아무것도 없으면서,Anger
아무렇게나,Sadness
아무에게나 함부로,Sadness
아물아물,Sadness
아물아물 돌리는,Sadness
아물아물 돌리다,Sadness
아삭아삭한,Happiness
아삭아삭한 모양,Happiness
아삭하다,Happiness
아수록하다,Sadness
아쉬움,Sadness
아쉬움 없이,Happiness
아쉬워하는,Sadness
아쉬워하는 마음,Sadness
아쉬워하다,Sadness
아쉽거나,Sadness
아쉽거나 섭섭한,Sadness
아쉽다,Sadness
아슬아슬하고,Sadness
아슬아슬하고 위험한,Sadness
아아 슬프도다,Anger
아오안,Sadness
아웃 오브 안중,Sadness
아주 가깝게,Happiness
아주 가깝다,Happiness
아주 고요해짐,Happiness
아주 고통스럽거나,Anger
아주 공평하여,Happiness
아주 귀찮게,Anger
아주 깨끗하다,Love
아주 깨끗한,Love
아주 꺼리는,Anger
아주 늘씬한,Happiness
아주 다정하고,Love
아주 당당하고,Love
아주 더럽게,Anger
아주 뛰어나고,Love
아주 맑고,Love
아주 맑아지는,Love
아주 망치다,Anger
아주 매끄럽다,Happiness
아주 맥없이,Anger
아주 멋지게,Love
아주 못된,Anger
아주 밝고,Happiness
아주 방정맞게,Anger
아주 보잘것없다,Anger
아주 보잘것없음,Anger
아주 부드럽고,Happiness
아주 쉽다,Happiness
아주 시원스럽게,Love
아주 심하게,Anger
아주 심한,Anger
아주 알맞게,Love
아주 야단스럽고,Anger
아주 야무지고,Love
아주 어리석고,Anger
아주 예사롭게,Happiness
아주 온전한,Love
아주 요긴한,Love
아주 요란스럽게,Anger
아주 잘되다,Love
아주 잘됨,Love
아주 저버리다,Anger
아주 적절하게,Love
아주 적절한,Love
아주 좋고,Love
아주 좋아서,Love
아주 좋은,Love
아주 즐겁고,Love
아주 지겹도록,Anger
아주 치사하고,Anger
아주 친하게,Love
아주 친하다,Love
아주 탐스러울,Love
아주 튼튼하다,Love
아주 화목하고,Love
아찔하다,Sadness
아찔하여지다,Sadness
아첨을,Sadness
아첨을 떠는,Sadness
아첨을 떨다,Sadness
아첨을 하며,Sadness
아첨하고,Sadness
아첨하는,Sadness
아첨하는 데가,Sadness
아첨하는 모양,Sadness
아첨하다,Sadness
아첨하여,Sadness
아첨하여 따르고,Sadness
아첨함을,Sadness
아파,Anger
아파 오다,Anger
아파서,Anger
아파서 애달프게,Anger
아파서 얄미울,Anger
아파서 자꾸,Anger
아파하는,Anger
아파하는 일,Anger
아파하는 증상,Anger
아파하다,Anger
아프거나,Anger
아프거나 무서워서,Anger
아프게,Anger
아프게 느껴지다,Anger
아프게 되는,Anger
아프게 되다,Anger
아프게 치다,Anger
아프고,Anger
아프고 가엽다,Anger
아프고 괴롭게,Anger
아프고 괴롭다,Anger
아프고 답답하게,Anger
아프고 답답하다,Anger
아프고 메스꺼워,Anger
아프다,Anger
아프며,Anger
아프며 약하면,Anger
아프면서,Anger
아픈,Anger
아픈 경우를,Anger
아픈 느낌,Anger
아픈 느낌이,Anger
아픈 데가,Anger
아픈 듯하면서도,Anger
아픈 듯한,Anger
아픈 모양,Anger
아픈 병,Anger
아픈 병증,Anger
아픈 임질,Anger
아픈 증상,Anger
아픈 증상이,Anger
아픈 증세에,Anger
아플,Anger
아플 만큼,Anger
아픔,Anger
아픔을,Anger
아픔을 느끼다,Anger
아픔을 호소하는,Anger
악당,Sadness
악독하게,Anger
악독한,Anger
악독한 방법으로,Anger
악독한 사람을,Anger
악마,Anger
악마에,Sadness
악마에 비유하여,Sadness
악명 높은,Sadness
악명높은,Sadness
악몽,Anger
악성,Anger
악순환,Anger
악업,Anger
악업을,Anger
악에,Anger
악에 받쳐서,Anger
악연,Anger
악을 쓰고,Anger
악의,Anger
악의의,Sadness
악의적,Sadness
악의적인,Anger
악인연,Anger
악지를,Sadness
악지를 부려,Sadness
악취,Sadness
악플,Anger
악하고,Anger
악하고 모질게,Anger
악하고 모질다,Anger
악하고 모짊,Anger
악하다,Anger
악한,Anger
악한 마음을,Sadness
악한 짓을,Anger
악한 첩,Anger
악화되다,Anger
안 되거나,Sadness
안 되어,Sadness
안 좋은,Anger
안구 정화,Happiness
안구 테러,Sadness
안궁,Sadness
안달,Sadness
안달복달,Sadness
안달복달하다,Sadness
안달이 나서,Sadness
안도,Happiness
안도감,Happiness
안도하다,Happiness
안되고 애처롭게,Sadness
안락,Happiness
안락하게,Happiness
안락하게 지내는,Happiness
안락하게 지내도록,Happiness
안락하다,Happiness
안목,Happiness
안물,Sadness
안색이 흙빛과,Sadness
안습,Sadness
안심,Happiness
안심감,Happiness
안심이,Happiness
안심이 되는,Happiness
안심찮다,Anger
안심하다,Happiness
안쓰러워하다,Sadness
안쓰럽다,Sadness
안에서 비정상적으로,Sadness
안장서 죽기만을,Sadness
안전,Love
안전하다,Happiness
안전하지 못한,Sadness
안전한,Love
안전함,Happiness
안절부절,Sadness
안절부절못하는,Sadness
안절부절못하다,Sadness
안절부절하다,Sadness
안정,Happiness
안정감,Happiness
안정감이 없는,Sadness
안정감이 없다,Sadness
안정되게,Happiness
안정되게 하다,Happiness
안정되지 못하고,Sadness
안정되지 못하여,Sadness
안정되지 못한,Sadness
안정되지 아니함,Sadness
안정을 찾은,Happiness
안정한,Happiness
안정한 곳이라는,Happiness
안존하다,Happiness
안좋은 상황,Anger
안처하다,Happiness
안타까울,Anger
안타까울 정도로,Anger
안타까워,Anger
안타까워서,Anger
안타까워하는,Anger
안타까워하는 모양,Anger
안타까워하다,Anger
안타깝거나,Anger
안타깝거나 쓰라리다,Anger
안타깝게,Anger
안타깝게 뉘우쳐져,Anger
안타깝게 다가오는,Anger
안타깝게 애쓰며,Sadness
안타깝게 여기다,Anger
안타깝게 자꾸,Anger
안타깝게 죄이거나,Anger
안타깝게 타는,Anger
안타깝게 타다,Anger
안타깝게 타들어,Anger
안타깝고,Anger
안타깝고 만족스럽지,Anger
안타깝다,Anger
않고 대충대충,Sadness
않고 올바르다,Happiness
않고 좀스럽게,Anger
않아 느슨하다,Sadness
않아 싱겁게,Sadness
않아 언짢은,Sadness
않으나 쓰리다,Sadness
알기 쉽게,Happiness
알기 어렵다,Sadness
알리지 않거나,Sadness
알맞게,Happiness
알맞게 내리는,Happiness
알맞게 노르스름하게,Happiness
알맞게 노르스름하다,Happiness
알맞게 높다,Happiness
알맞게 높아,Happiness
알맞게 되다,Happiness
알맞게 두껍게,Happiness
알맞게 따뜻하다,Happiness
알맞게 뜨뜻하다,Happiness
알맞게 서늘하게,Happiness
알맞게 작으면서도,Happiness
알맞다,Happiness
알못,Sadness
알아듣기 어려울,Sadness
알아듣지 못하도록,Sadness
알아듣지 못한,Sadness
알아듣지 못할,Sadness
알아들을 수 없는,Sadness
알아서 깨달음,Happiness
알아서 스스로,Happiness
알아차리지 못하다,Sadness
알알한,Sadness
알알한 듯하다,Sadness
알알한 모양,Sadness
알지 못하는,Sadness
알지 못하여,Sadness
알지 못함을,Sadness
알짝지근하다,Sadness
알짤지근한,Sadness
알짤지근한 모양,Sadness
알차고,Love
알차고 실하게,Love
앍은 자국이,Sadness
앓거나,Anger
앓거나 허약하여져서,Anger
앓고,Anger
앓고 난,Anger
앓는,Anger
앓는 결핵,Anger
앓는 모양,Anger
앓는 병,Sadness
앓는 사람이,Anger
앓는 상태에,Anger
앓다,Anger
앓아도,Anger
앓아서,Sadness
앓을,Sadness
앓음,Anger
암담한,Sadness
암담한 상태나,Sadness
암상스러운,Anger
암상스러운 사람을,Anger
암상스럽게,Anger
암상스럽게 불평을,Anger
암상스럽게 토달거리다,Anger
암으로,Anger
암으로 말미암아,Sadness
압도하다,Happiness
압력을 가하여,Sadness
압박감을,Sadness
압박감을 주다,Sadness
압박하여,Sadness
압억되다,Anger
앙 기모띠,Love
앙갚음으로,Anger
앙갚음하려고,Anger
앙갚음하려고 하는,Anger
앙갚음할,Anger
앙갚음할 마음을,Anger
앙칼지게,Sadness
앙큼하게,Sadness
앙큼하게 하다,Sadness
앙큼하다,Neutral
앞뒤 생각 없이,Sadness
앞뒤를 가리지 않고,Sadness
앞뒤를 고려하지 않고,Sadness
앞뒤를 헤아리지 아니하고,Sadness
앞뒤를 헤아리지 않고,Sadness
앞선 상태에,Happiness
앞으로 나가지 못하고,Sadness
앞으로 나아가게,Happiness
앞으로 나아가지 못하고,Sadness
앞으로 좋게,Happiness
앞이 막막하게,Anger
앞잡이,Sadness
앞잡이 노릇,Sadness
앞잡이 노릇을,Sadness
앞질러,Happiness
앞질러 나서는,Happiness
애가 쓰이다,Sadness
애가 자꾸 타는,Sadness
애가 자꾸 타다,Sadness
애가 타는,Sadness
애가 타다,Sadness
애가 타서,Sadness
애가 탐,Sadness
애교가 있어서,Happiness
애달파하는,Anger
애달파하는 일,Anger
애달파하다,Anger
애달프게,Anger
애달프게 자꾸,Anger
애달프게 짖는,Anger
애달프다,Anger
애도함,Anger
애를 먹는,Sadness
애를 먹다,Sadness
애를 써,Sadness
애를 써서,Sadness
애를 쓰는,Sadness
애를 쓰다,Sadness
애를 태우다,Sadness
애석,Anger
애석하다,Anger
애쓰는,Sadness
애쓰는 모양,Sadness
애쓰다,Sadness
애옥살림하다,Sadness
애절한,Anger
애절한 그리움,Anger
애정,Happiness
애정 어린,Love
애정이나,Happiness
애정이나 감정을,Happiness
애지석지,Love
애지석지하다,Love
애지중지,Love
애지중지하다,Love
애착,Happiness
애착하다,Happiness
애처가,Happiness
애처로이,Anger
애처롭거나,Anger
애처롭게,Anger
애처롭고,Anger
애처롭고 쓸쓸하다,Anger
애처롭다,Anger
애타는,Sadness
애타는 마음,Sadness
애타심,Happiness
애타적,Happiness
애탄,Anger
애통,Anger
애통하다,Anger
애통할,Anger
애통할 때,Anger
애통히,Anger
애틋하게,Happiness
애틋하게 생각하고,Happiness
야금야금 빼앗다,Sadness
야단스러워지는,Sadness
야단스러워지는 모양,Sadness
야단스럽게,Sadness
야단스럽게 떠들어,Sadness
야단스럽게 부르짖으며,Sadness
야단스럽게 울기도,Sadness
야단스럽고,Sadness
야단스럽고 부산하게,Sadness
야들야들하게,Happiness
야들야들하게 보드랍고,Happiness
야들야들한,Happiness
야들야들한 느낌이,Happiness
야멸치게,Anger
야멸치게 말하다,Anger
야멸치고,Anger
야멸치고 인정이,Anger
야무지게,Love
야무지고,Love
야무지고 굳세게,Love
야무지고 튼튼하게,Love
야무지다,Love
야무지지 못하고,Anger
야무지지 못하다,Anger
야무지지 못하여,Anger
야무지지 못한,Anger
야무진,Happiness
야무진 느낌을,Happiness
야물다,Happiness
야물지 못하고,Sadness
야박스럽다,Anger
야박히,Anger
야비하다,Anger
야비한,Anger
야살스러운,Anger
야살스러운 데가,Anger
야살스러움,Anger
야살스럽게,Anger
야살스럽게 웃는,Anger
야속,Anger
야속스럽다,Anger
야속스레,Anger
야속하게,Anger
야속하게 여겨,Anger
야속하게 여기는,Anger
야속하다,Anger
야속히,Anger
야위거나,Sadness
야위거나 메말라,Sadness
야위고,Sadness
야위다,Sadness
야위어,Sadness
야윈,Sadness
야윈 데가,Sadness
야윈 모양,Sadness
야유할,Anger
야유할 때,Anger
야풍,Anger
야필패,Sadness
약간 고까워하는,Anger
약간 곯은,Anger
약간 다급하게,Sadness
약간 머뭇거리다,Sadness
약간 쉰,Sadness
약간 시들어,Sadness
약간 움츠러드는,Sadness
약간 짓무르고,Sadness
약간 차갑게,Sadness
약빠르고,Sadness
약빠르고 밉다,Sadness
약빠르지,Sadness
약빠르지 못하다,Sadness
약삭빠르다,Happiness
약속을 지키다,Happiness
약속이 성립하다,Happiness
약은 사람,Anger
약을 올리거나,Anger
약이 올라,Anger
약점,Anger
약점을,Sadness
약점을 잡아,Sadness
약탈하거나,Anger
약탈하거나 노략질하는,Anger
약탈하거나 노략질함을,Anger
약하거나,Sadness
약하고,Sadness
약하다,Sadness
약하면,Sadness
약하면 피는,Sadness
약하여,Sadness
약하여서,Sadness
약하여져서,Sadness
약하여지는,Sadness
약하여지는 병,Sadness
약하여지는 증상,Sadness
약하여진 증상,Sadness
약한,Sadness
약한 상태에,Sadness
약한 자는,Sadness
약해져서,Sadness
약해지다,Sadness
약해진,Sadness
약해진 눈,Sadness
얄망궂고,Sadness
얄망궃고,Anger
얄망궃고 능청스러운,Anger
얄미운,Anger
얄미운 데가,Anger
얄미운 태도로,Anger
얄미울,Anger
얄미울 정도로,Anger
얄밉게,Anger
얄밉게 구는,Anger
얄밉게 넘어다보는,Anger
얄밉게 놀기만,Anger
얄밉게 빈정거리며,Anger
얄밉게 우는,Anger
얄밉게 이죽이죽하면서,Anger
얄밉게 흔들리거나,Anger
얄밉고,Anger
얄밉다,Anger
얌전하고,Happiness
얌전하지 않아,Anger
얌치없이,Sadness
얌치없이 태연하다,Sadness
양기가 부족하여,Sadness
양기가 허하여,Sadness
양득,Happiness
양보하지 아니하다,Sadness
양보하지 않고,Sadness
양심에 거리끼어,Sadness
양심에 벗어나는,Sadness
양심을 속이다,Sadness
얕보다,Sadness
얕잡거나,Anger
얕잡거나 업신여기다,Anger
얕잡아,Anger
얕잡아 보다,Anger
얕잡아 봄,Anger
어그러뜨리다,Sadness
어그러지고,Sadness
어그러지고 사나운,Sadness
어그러지다,Sadness
어긋나,Sadness
어긋나 나쁘다,Anger
어긋나 있게,Sadness
어긋나 있다,Sadness
어긋나게,Sadness
어긋나고,Sadness
어긋나고 비뚤어져서,Sadness
어긋나는,Sadness
어긋나는 데가,Sadness
어긋나는 생각,Anger
어긋나는 생각을,Anger
어긋나다,Sadness
어긋나지 아니하게,Happiness
어긋나지 아니하고,Happiness
어긋나지 않고,Happiness
어긋남에도 불구하고,Sadness
어긋남이 없는,Happiness
